beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Social support,Social support,Social support,Social support,Social support,Social support,Social support,Social support,Social support,Social support,Social support,Social support,Social support,Social support
,1.59,1.47,1.74,1.46,1.51,1.56,1.46,1.62,1.54,1.79,1.59,1.14,1.72,1.24,1.38,0.93,1.12,0.93,0.45,0.38,0.48,0.49,0.59,0.45,0.5,0.43,0.48,0.37,0.35,0.37,0.36,0.33,0.4,0.28,0.2,0.26,0.25,0.24,0.22,0.23088,0.23088,0.23088,0.23088,0.23088,0.23088,0.22558,0.19494,0.23743,0.23133,0.22,0.13,0.17,0.11,0.08,0.1,0.11,0.09,0.09,0.05,85940.0,89270.0,93122.0,97670.0,102945.0,108772.0,114874.0,121168.0,127668.0,135390.0,144379.0,154225.0,165234.0,177327.0,191389.0,208582.0,229304.0,253083.0,278425.0,302856.0,324121.0,341316.0,355110.0,367726.0,382156.0,400709.0,424286.0,452272.0,482337.0,521104.0,577173.0,628521.0,623197.0,611231.0,623477.0,629619.0,644649.0,667786.0,694920.0,719371.0,742033.0,765490.0,789129.0,806411.0,818373.0,830861.0,846947.0,865196.0,882886.0,901103.0,919199.0,936811.0,954297.0,971753.0,989087.0,1006259.0,1023261.0,1040233.0,1057198.0,1073994.0,1090156.0,1105557.0,1120849.0,1136455.0,,,,0.142854065,0.003229769,-0.069264941,-0.065349184,,,,,,,,,,,0.773456693,0.649316013,0.763730347,0.746439457,,,,,,,,,,,0.754545808,0.662167549,,0.579302847,,,,,,,,,,,-0.463124752,-0.357723445,-0.506094754,-0.616717458,,,,,,,,,,,5.009330273,4.905925274,5.005810738,4.369193554,,,,,,,,,,,7.826861382,7.859205246,7.876529694,7.90300703,,,,,,,,,,,0.690439582,0.900565028,,0.632973254,,,,,,,
,0.22,0.57,0.71,0.71,0.45,0.44,0.38,0.52,0.63,0.7,0.79,0.89,0.85,0.83,0.74,0.76,1.0,1.18,1.43,1.61,1.71,1.46,1.23,1.08,1.2,1.24,1.32,1.54,1.54,1.5,1.55,2.16,1.93,2.2,2.01,1.95,2.18,2.54,2.79,2.66472,2.41179,2.72429,2.6548,2.06461,2.5991,2.84325,2.64873,2.72729,2.69209,2.68,2.71,2.77,2.79,2.8,2.85,2.9,3.0,3.15,3.15,3298021.0,3408415.0,3521164.0,3635798.0,3752313.0,3868712.0,3987090.0,4108916.0,4230877.0,4352954.0,4475871.0,4599841.0,4724801.0,4851183.0,4978582.0,5106453.0,5235318.0,5365074.0,5495443.0,5625864.0,5755800.0,5885244.0,6014979.0,6147213.0,6282104.0,6417798.0,6554325.0,6692720.0,6834207.0,6980033.0,7129004.0,7278402.0,7427340.0,7576074.0,7723934.0,7869753.0,8012314.0,8150076.0,8282126.0,8411374.0,8540791.0,8669040.0,8795101.0,8919852.0,9043127.0,9164768.0,9284168.0,9402206.0,9522948.0,9648061.0,9775755.0,9903737.0,10030882.0,10157051.0,10282115.0,10405832.0,10527592.0,10647244.0,10765531.0,10881882.0,10999664.0,11117873.0,11228821.0,11332972.0,,0.036911767,-0.008536272,-0.045950621,-0.053603996,-0.075750761,0.013056918,-0.062621355,0.019706247,-0.021916853,-0.067105874,-0.081975199,-0.123324633,-0.150951296,,0.858241439,0.886246681,0.848116636,0.862979472,0.823902845,0.847975314,0.840129375,0.888566077,0.904574394,0.856025338,0.872712433,0.855359018,0.866641581,,0.74772799,0.766554236,0.731573224,0.785392582,0.787005663,0.80884105,0.796801805,0.793314457,0.797704577,0.713907719,0.759945571,0.738943636,0.744871855,,0.048571933,0.059726842,0.063863754,0.044193495,0.0144538,0.044975717,0.188479513,0.161399126,0.167447552,0.195477962,0.216356426,0.158870548,,,5.087967873,5.081305981,4.84230566,5.431613922,4.735021114,5.396535397,4.753311157,5.015515327,5.387331963,5.061862469,5.238698483,5.605202675,5.433215618,,9.179656982,9.237101555,9.254881859,9.250771523,9.31762886,9.335522652,9.349662781,9.384899139,9.446442604,9.502705574,9.555362701,9.588835716,9.626997948,,0.91889888,0.847544849,0.850137472,0.87816149,0.859969318,0.872086227,0.879158199,0.878449142,0.890588045,0.893197775,0.894753456,0.894368112,0.861986339
,0.68,0.65,0.58,0.68,0.67,0.68,0.66,0.72,0.82,0.88,0.83,0.94,1.05,1.1,1.23,1.54,1.64,2.07,2.05,1.78,1.72,1.63,1.57,1.3,1.26,1.38,1.47,2.16,1.59,1.09,1.3,1.37,1.21,0.72,0.59,0.64,1.16,1.4,1.28,1.34402,1.50132,1.63828,1.75698,1.81954,1.92202,2.10241,2.17043,2.39637,2.62405,2.67,2.78,2.88,2.96,2.99,2.99,2.51,2.28,2.32,2.32,4618158.0,4751507.0,4890425.0,5034334.0,5183283.0,5337351.0,5495761.0,5658446.0,5825663.0,5997037.0,6172215.0,6350944.0,6533630.0,6720443.0,6911123.0,7105786.0,7304349.0,7506665.0,7712718.0,7922490.0,8135845.0,8352602.0,8572607.0,8795873.0,9022979.0,9254311.0,9490096.0,9729376.0,9969788.0,10210185.0,10449837.0,10686279.0,10914222.0,11132829.0,11347652.0,11561683.0,11775221.0,11987838.0,12199693.0,12412046.0,12626507.0,12845521.0,13070609.0,13301184.0,13534593.0,13770012.0,14009061.0,14251835.0,14496797.0,14742766.0,14989585.0,15237728.0,15483883.0,15722989.0,15957994.0,16195902.0,16439585.0,16696944.0,17015672.0,17343740.0,17588595.0,17797737.0,18001000.0,18190484.0,,-0.093778081,-0.06607122,-0.097439311,-0.111119419,-0.066283546,-0.158239976,-0.087015308,-0.193855524,-0.170592427,-0.117339171,-0.018464431,-0.170977935,-0.104021087,,0.671074986,0.669843376,0.640317261,0.736880839,0.723079085,0.7883057,0.825275123,0.78679812,0.719104826,0.800870478,0.846336305,0.879128158,0.869363725,,0.824870229,0.833283067,0.842586637,0.840363145,0.826495051,0.861699998,0.847184837,0.850897312,0.859315515,0.850546062,0.846354008,0.829141974,0.876474917,,-0.553922534,-0.487779349,-0.475607604,-0.461774528,-0.408879876,-0.489961177,-0.433210313,-0.215689272,-0.110499188,-0.177853748,-0.166911185,-0.137001991,,,5.02419138,4.995875359,5.296513081,6.021803379,5.838051319,5.795088291,5.960716248,6.019206047,5.945851803,5.964075089,6.115437508,5.839518547,6.128010273,,9.086746216,9.091515541,9.136248589,9.125169754,9.143382072,9.203003883,9.242050171,9.274765968,9.296648026,9.282580376,9.251891136,9.266903877,9.27445507,,0.910188437,0.838859499,0.829394639,0.779397964,0.839279711,0.818051338,0.785201013,0.801250935,0.830963194,0.855889201,0.842352092,0.848941743,0.851345003
,0.43,0.43,0.41,0.37,0.37,0.35,0.34,0.34,0.37,0.46,0.46,0.5,0.5,0.68,0.78,0.85,0.86,0.87,0.85,0.82,0.84,0.73,0.59,0.71,0.77,0.9,0.9,0.86,0.81,0.93,1.0,1.24,1.34,1.27,1.4,1.32,1.21,1.12,1.28,0.98624,1.00782,1.0289,1.01623,1.03158,0.90537,0.97146,0.99897,0.95487,0.91212,0.92,0.93,1.0,1.04,1.07,1.16,1.26,1.38,1.5,1.5,2779327.0,2858896.0,2937821.0,3014885.0,3095170.0,3179506.0,3266436.0,3354611.0,3443251.0,3530958.0,3619090.0,3708010.0,3798109.0,3890639.0,3984049.0,4076751.0,4166890.0,4256699.0,4346522.0,4433041.0,4508992.0,4549173.0,4599904.0,4689680.0,4782219.0,4876757.0,4970788.0,5067200.0,5170440.0,5270825.0,5367179.0,5461070.0,5552206.0,5630987.0,5693038.0,5748195.0,5797140.0,5842638.0,5885083.0,5923852.0,5958482.0,5988095.0,6011275.0,6026849.0,6035655.0,6037817.0,6034436.0,6044131.0,6068099.0,6091188.0,6114034.0,6137349.0,6161289.0,6185642.0,6209526.0,6231066.0,6250510.0,6266654.0,6276342.0,6280217.0,6292731.0,6314167.0,6336392.0,6364943.0,,-0.054151181,-0.01334357,-0.0763245,-0.101633087,-0.062089998,-0.124661237,-0.153194159,-0.148116946,-0.192817748,-0.154915765,-0.183699355,-0.170792967,-0.096786909,,0.682989538,0.638936818,0.635648251,0.670932412,0.669337869,0.747246385,0.682744801,0.71557045,0.77801466,0.733355939,0.799847007,0.757827342,0.863207281,,0.863995016,0.868841171,0.84206748,0.8503775,0.813811123,0.875323594,0.83063215,0.828256786,0.837205052,0.825733781,0.761255682,0.848850608,0.871536493,,-0.035164192,0.044094838,0.076331407,0.02572855,0.065193266,0.077475488,0.097195126,-0.023375487,0.064006552,0.067686766,0.044363294,-0.046964772,,,5.700929642,5.295535088,5.191493988,6.839087009,6.739911079,4.741294861,5.934371471,6.325063229,5.856523514,6.018496037,6.139824867,6.339318275,6.276246071,,8.726853371,8.740840912,8.757490158,8.732030869,8.748428345,8.781316757,8.804447174,8.823185921,8.837931633,8.856460571,8.876843452,8.8945961,8.911958694,,0.878409147,0.716827035,0.747411311,0.734112799,0.756653905,0.731277883,0.806014717,0.826858878,0.797612131,0.790755391,0.793659985,0.82895261,0.823999166
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15,1.67,1.86,1.85,2.18,2.29,2.24,2.72,3.18,3.93,4.19342,4.62198,4.99,4.75,6.04,6.48,6.5,5.85062,5.37419,5.07324,5.87,5.98,6.19,6.38,6.14,6.0,5.69,4.93,3.61,4.0,1211537.0,1225077.0,1241623.0,1258857.0,1277086.0,1294566.0,1308597.0,1318946.0,1331214.0,1345249.0,1360076.0,1376955.0,1392518.0,1405951.0,1418169.0,1429352.0,1439576.0,1450211.0,1460188.0,1468333.0,1477219.0,1487666.0,1498414.0,1508745.0,1518617.0,1528781.0,1540190.0,1552221.0,1561900.0,1568131.0,1569174.0,1561314.0,1533091.0,1494128.0,1462514.0,1436634.0,1415594.0,1399535.0,1386156.0,1390244.0,1396985.0,1388115.0,1379350.0,1370720.0,1362550.0,1354775.0,1346810.0,1340680.0,1337090.0,1334515.0,1331475.0,1327439.0,1322696.0,1317997.0,1314545.0,1315407.0,1315790.0,1317384.0,1321977.0,1326898.0,1329522.0,1330932.0,1348840.0,1366188.0,,-0.267786622,-0.250128776,-0.221315786,-0.232925966,,-0.171402186,-0.196030051,-0.205494925,-0.15770036,-0.16834341,-0.153377563,-0.104597919,-0.144664913,,0.748576343,0.712120891,0.642325103,0.61070931,,0.735225379,0.696825743,0.753558695,0.773327112,0.814692378,0.842770696,0.861749232,0.885618389,,0.6545313,0.665569842,0.597254455,0.597613275,,0.651386082,0.647360325,0.702255547,0.680430651,0.72333771,0.72625488,0.805217981,0.794730246,,0.902360082,0.853445292,0.831218481,0.825648963,,0.872383595,0.87419492,0.932532012,0.97528398,0.90385133,0.94091773,0.93688798,,,5.371054649,5.332044125,5.451937675,5.137738705,,5.486819744,5.363927841,5.367445946,5.55598259,5.628908634,5.649675369,5.938395977,6.091302395,,10.13850594,10.21769524,10.16465759,10.00730324,,10.10818481,10.15393448,10.17667389,10.20779419,10.22374249,10.24387455,10.29150963,10.32410717,,0.91006434,0.895631552,0.90372628,0.873774767,,0.908712626,0.889454544,0.900721788,0.917101741,0.917929649,0.937715113,0.93568635,0.932693779
,0.86,0.86,0.85,0.84,0.89,0.88,0.84,0.81,0.82,0.83,0.84,0.78,0.7,0.7,0.58,0.48,0.79,0.61,0.84,0.78,0.76,0.65,0.83,0.58,0.54,0.53,0.54,0.56,0.67,0.67,0.49,0.46,0.48,0.43,0.49,0.5,0.52,0.5,0.51,0.18324,0.19746,0.15873,0.1369,0.20095,0.20578,0.28402,0.29066,0.29127,0.28366,0.28,0.32,0.41,0.43,0.5,0.59,0.77,0.84,0.92,0.92,21739710.0,22281675.0,22852158.0,23448979.0,24073696.0,24727506.0,25377645.0,26051596.0,26778653.0,27530388.0,28308246.0,29099594.0,29891328.0,30694316.0,31488613.0,32252783.0,33062216.0,33695018.0,34259065.0,34758823.0,34945469.0,35818844.0,37213393.0,38235187.0,39202890.0,40285965.0,41455309.0,42851957.0,44511537.0,46195954.0,47878073.0,49937430.0,52011554.0,53791672.0,55620211.0,57476536.0,59347649.0,61233480.0,63136493.0,65077579.0,67031867.0,69018932.0,71073215.0,73168838.0,75301026.0,77469940.0,79691050.0,81996185.0,84357105.0,86755585.0,89237791.0,91817929.0,94451280.0,97084366.0,99746766.0,102471895.0,105293228.0,108197950.0,111129438.0,114120594.0,117190911.0,120283026.0,123379924.0,126527060.0,,,,,,,,-0.036612075,-0.000997452,0.086611576,0.118701845,0.04536299,0.007518843,0.043273505,,,,,,,,0.776308239,0.706796229,0.693558931,0.802642584,0.744307697,0.717101216,0.740343094,,,,,,,,0.668341458,0.642846286,0.73783654,0.713888168,0.727070868,0.608514786,0.659520864,,,,,,,,-1.436589599,-1.360166788,-1.311870694,-1.398237824,-1.511707664,-1.564677238,,,,,,,,,4.561168671,4.44482708,4.506646633,4.573154926,4.297848701,4.180315495,4.379262447,,,,,,,,7.115237236,7.18973732,7.261595249,7.335052013,7.382928848,7.455834389,7.524516582,,,,,,,,0.658794284,0.602481663,0.640452147,0.625596821,0.718718708,0.73353976,0.740154505
,0.57,0.61,0.64,0.69,0.78,0.88,1.01,1.28,2.86,2.69,2.78,3.04,3.09,3.24,3.11,3.12,3.18,3.15,3.21,3.26,3.25,3.17,3.23,3.35,3.48,3.7,3.88,4.23,4.55,4.78,4.82,4.89,4.71,4.56,4.48,4.43,4.51,4.38,4.34,4.27,4.37,4.43,4.37,4.57,4.59,4.57,4.7,4.62,4.54,4.47,4.61,4.27,4.28,4.17,4.13,4.11,4.04,3.97,3.76,4429634.0,4461005.0,4491443.0,4523309.0,4548543.0,4563732.0,4580869.0,4605744.0,4626469.0,4623785.0,4606307.0,4612124.0,4639657.0,4666081.0,4690574.0,4711440.0,4725664.0,4738902.0,4752528.0,4764690.0,4779535.0,4799964.0,4826933.0,4855787.0,4881803.0,4902206.0,4918154.0,4932123.0,4946481.0,4964371.0,4986431.0,5013740.0,5041992.0,5066447.0,5088333.0,5107790.0,5124573.0,5139835.0,5153498.0,5165474.0,5176209.0,5188008.0,5200598.0,5213014.0,5228172.0,5246096.0,5266268.0,5288720.0,5313399.0,5338871.0,5363352.0,5388272.0,5413971.0,5438972.0,5461512.0,5479531.0,5495303.0,5508214.0,5515525.0,5521606.0,5529543.0,5541017.0,5556106.0,5584264.0,,-0.009651864,,0.022527702,,0.086498298,0.096755996,-0.00570858,0.034851782,-0.005278334,0.10706687,-0.030627485,-0.005695975,-0.131735161,,0.968580484,,0.934178948,,0.916009128,0.936448395,0.920968115,0.918625355,0.933043957,0.929861903,0.948372185,0.962198973,0.937807381,,0.721504807,,0.772777677,,0.832108617,0.772944152,0.796285093,0.768957376,0.784109592,0.75131619,0.797325075,0.787137091,0.781546414,,1.497711539,,1.454463124,,1.455159903,1.450511217,1.50073123,1.47943902,1.412057161,1.29203558,1.265372396,1.311007023,,,7.672449112,,7.67062664,,7.393264294,7.354225159,7.420209408,7.444635868,7.384571075,7.447925568,7.659843445,7.788251877,7.85810709,,10.61019421,,10.65901375,,10.59283066,10.6135788,10.59445572,10.58223915,10.57176685,10.56982231,10.58807755,10.61117172,10.63605976,,0.964562833,,0.9513399,,0.935481369,0.937856853,0.927739382,0.940869093,0.952016532,0.947800577,0.953940451,0.963826418,0.962155044
,2.53,1.82,2.47,2.76,2.63,2.71,2.73,2.67,2.71,2.75,2.78,2.67,2.94,2.91,2.95,3.19,3.01,2.94,2.94,2.85,2.82,2.79,2.78,2.62,2.54,2.55,2.45,2.47,2.56,2.6,2.53,2.56,2.44,2.45,2.43,2.45,2.29,2.38,2.39,2.31,2.36,2.25,2.29,2.24,2.31,2.4,2.33,2.18,2.25,2.18,2.1,2.15,1.8,2.26,2.16,2.21,2.3,2.43,2.52,46649927.0,47161641.0,47679792.0,48189939.0,48733997.0,49282756.0,49817041.0,50334012.0,50817020.0,51272683.0,51724116.0,52185222.0,52637888.0,53053660.0,53415250.0,53715733.0,53966558.0,54221988.0,54486195.0,54753575.0,55052582.0,55371044.0,55694106.0,55992656.0,56275701.0,56569195.0,56865193.0,57168409.0,57472651.0,57766282.0,58044701.0,58557577.0,58849943.0,59106166.0,59327585.0,59543659.0,59756533.0,59969944.0,60192790.0,60504420.0,60921384.0,61367388.0,61816234.0,62256970.0,62716306.0,63188395.0,63628261.0,64021737.0,64379696.0,64710879.0,65030575.0,65345233.0,65662240.0,66002289.0,66312067.0,66548272.0,66724104.0,66918020.0,67158348.0,67388001.0,67571107.0,67764304.0,67971311.0,68170228.0,,0.12135148,,-0.035669781,-0.086386092,-0.108059548,-0.106961221,-0.153478965,-0.128929943,-0.122516043,-0.143634379,-0.095642865,-0.127377018,-0.141567126,0.89481926,0.789120734,,0.833327115,0.798213184,0.849702179,0.903366625,0.841320336,0.877795756,0.803474188,0.817036211,0.786780477,0.83389014,0.816377223,0.768988252,0.777402222,,0.745671511,0.762939274,0.789724112,0.780809402,0.754119575,0.800136089,0.811054468,0.785965919,0.772661328,0.762097776,0.767313421,0.939179301,0.947905898,,0.925257206,0.878130436,0.941972136,0.886830568,0.896523654,0.833995342,0.759364009,0.656632304,0.520080805,0.67997849,,7.093392849,6.582700253,,7.008064747,6.283498287,6.797901154,6.959185123,6.649365425,6.66712141,6.466867924,6.357625008,6.475208759,6.635222435,6.665903568,10.50522804,10.52172756,,10.53524303,10.50024414,10.51476955,10.53051186,10.52749729,10.52809525,10.53272915,10.53917408,10.54698849,10.56115437,10.57335186,0.940338254,0.943929076,,0.935350597,0.918158531,0.942954779,0.92128557,0.93709743,0.907690823,0.877504528,0.895719409,0.884922922,0.931494594,0.921463072
,1.75,1.71,1.47,2.69,1.81,1.63,1.81,0.85,1.15,1.65,2.02,2.23,2.47,3.13,4.19,4.52,5.34,5.84,5.82,6.21,6.05,7.56,7.59,7.62,8.33,7.87,7.17,8.25,6.49,7.02,7.8,6.29,5.86,5.15,6.61,5.73,5.69,5.54,5.89,5.86904,6.0272,5.32027,4.80281,4.78071,5.19939,5.35845,5.55757,5.90594,5.68578,5.6,5.35,5.29,5.56,6.41,6.37,5.86,5.63,5.31,5.31,513340.0,519329.0,525754.0,532592.0,539830.0,547535.0,555748.0,564436.0,573611.0,584628.0,597192.0,609693.0,622289.0,635288.0,648922.0,663340.0,678660.0,694931.0,712135.0,730188.0,749078.0,768904.0,789585.0,811098.0,833417.0,856482.0,880340.0,905016.0,930464.0,956509.0,983028.0,1009995.0,1037446.0,1065390.0,1093611.0,1121964.0,1150601.0,1179806.0,1209832.0,1240764.0,1272935.0,1306590.0,1341696.0,1378398.0,1417110.0,1458353.0,1502534.0,1549774.0,1599978.0,1653542.0,1711105.0,1772500.0,1836705.0,1902226.0,1966855.0,2028517.0,2086206.0,2140215.0,2192012.0,2242785.0,2292573.0,2341179.0,2388992.0,2436566.0,,,,,,,-0.227937222,-0.211889133,-0.162731394,-0.215491056,-0.21146743,-0.222279608,-0.247073993,-0.217487514,,,,,,,0.771871924,0.565965831,0.68249011,0.606613815,0.671300709,0.698942363,0.652359545,0.719135404,,,,,,,0.591380835,0.469998509,0.509570956,0.539160728,0.626362026,0.640116572,0.634047151,0.640691638,,,,,,,-0.260154217,-0.285157621,-0.26663363,-0.358089507,-0.436461389,-0.537229657,-0.571620047,,,,,,,,4.255400658,3.97205925,3.800287008,3.918073177,4.66101265,4.831764221,4.782382965,4.783009052,,,,,,,9.673668861,9.6902771,9.711301804,9.721883774,9.731321335,9.726552963,9.714891434,9.718316078,,,,,,,0.652701557,0.736096144,0.733487546,0.828597128,0.755861998,0.780048966,0.806941152,0.78482759
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.04,0.06,0.11,0.29,0.18,0.15,0.14,0.17,0.41183,0.45556,0.51018,0.56338,0.59753,0.78731,0.87627,1.09031,1.18769,0.90305,1.47,1.99,1.3,1.38,1.38,1.39,1.38,1.6,1.71,1.71,3645600.0,3703600.0,3760300.0,3816100.0,3870300.0,3921600.0,3966700.0,4005800.0,4042300.0,4080300.0,4119900.0,4163000.0,4205300.0,4242500.0,4279500.0,4311200.0,4342400.0,4372100.0,4397700.0,4430200.0,4467700.0,4504500.0,4542800.0,4582900.0,4622200.0,4662900.0,4704500.0,4743500.0,4790700.0,4803300.0,4802000.0,4835900.0,4873500.0,4911100.0,4836076.0,4657722.0,4491699.0,4349913.0,4243607.0,4157192.0,4077131.0,4014373.0,3978515.0,3951736.0,3927340.0,3902469.0,3880347.0,3860158.0,3848449.0,3814419.0,3786695.0,3756441.0,3728874.0,3717668.0,3719414.0,3725276.0,3727505.0,3728004.0,3726549.0,3720161.0,3722716.0,3708610.0,3712502.0,3760365.0,,-0.247538388,-0.247978255,-0.206301078,-0.214801654,-0.230502829,-0.238249794,-0.252974212,-0.238760307,-0.218929097,-0.191066504,-0.235489741,-0.230505854,-0.219247594,,0.552592635,0.463722527,0.6139974,0.495314002,0.557857931,0.632464528,0.65872401,0.722127616,0.71978116,0.639944971,0.606468379,0.820908785,0.7751441,,0.433115274,0.426647961,0.44097954,0.49196139,0.501790285,0.514920652,0.559153914,0.595041275,0.569884002,0.547279775,0.563896,0.581127703,0.572953463,,-0.528596938,-0.437591285,-0.588482082,-0.577701747,-0.439605951,-0.41482541,-0.3294366,-0.151275828,-0.018420786,-0.095760062,-0.00979048,-0.054174274,,,3.675108433,3.707194567,4.15609026,3.800639153,4.101837158,4.203030586,4.254445553,4.348920822,4.287508011,4.121940613,4.448386192,4.45077467,4.659097195,,8.600076675,8.729614258,8.765312195,8.74111557,8.814892769,8.897694588,8.972251892,9.018454552,9.076712608,9.107768059,9.135268211,9.18451786,9.229100227,,0.64663595,0.54836905,0.607512712,0.54351306,0.540388942,0.502937376,0.532586455,0.559165776,0.558420002,0.517371595,0.533412278,0.590495169,0.617218554
,6.47,6.86,7.26,7.85,7.88,8.14,8.21,8.34,8.99,9.14,9.38,9.43,9.49,9.45,9.42,9.51,9.29,9.02,8.93,8.95,8.98,9.0,8.97,8.67,8.66,8.68,8.52,8.45,8.47,8.51,8.09,8.22,7.48,7.61,7.52,7.29,7.24,7.02,7.57,7.16115,6.71,6.67,6.43,6.29,6.62283,6.73373,6.48394,6.35388,6.34122,6.21,6.01,6.01,5.88,5.88,5.88,5.77,5.66,5.67,5.57,72814900.0,73377632.0,74025784.0,74714353.0,75318337.0,75963695.0,76600311.0,76951336.0,77294314.0,77909682.0,78169289.0,78312842.0,78688452.0,78936666.0,78967433.0,78673554.0,78336950.0,78159814.0,78091820.0,78126350.0,78288576.0,78407907.0,78333366.0,78128282.0,77858685.0,77684873.0,77720436.0,77839920.0,78144619.0,78751283.0,79433029.0,80013896.0,80624598.0,81156363.0,81438348.0,81678051.0,81914831.0,82034771.0,82047195.0,82100243.0,82211508.0,82349925.0,82488495.0,82534176.0,82516260.0,82469422.0,82376451.0,82266372.0,82110097.0,81902307.0,81776930.0,80274983.0,80425823.0,80645605.0,80982500.0,81686611.0,82348669.0,82657002.0,82905782.0,83092962.0,83160871.0,83196078.0,83797985.0,84482267.0,,,0.163035661,,0.12318965,0.091027394,0.028837385,0.066865228,0.020103833,0.083833963,0.173545972,0.144377634,0.141375408,0.030199649,0.846623778,,0.800878227,0.765556991,0.843784511,0.842656434,0.906293273,0.904440463,0.894312978,0.898683429,0.889428854,0.870515049,0.840727866,0.8768875,0.775691867,,0.732468903,0.787481844,0.79182744,0.793705821,0.793666244,0.803739309,0.743487358,0.785408497,0.764539361,0.737745941,0.736565709,0.780280411,1.188013792,,1.166243553,1.141306162,1.097746134,1.047308922,1.095714569,1.084679604,1.167083979,1.180758357,1.060863018,1.022540092,0.982752085,,6.619549751,,6.416819572,6.521790028,6.64149332,6.724531174,6.621312141,6.702362061,6.965125084,6.984214306,7.037137508,6.873763084,7.074324608,7.118364334,10.53751945,,10.60840321,10.62106991,10.56577492,10.60729599,10.6617794,10.66480923,10.66696453,10.68190861,10.69053364,10.70171165,10.71949959,10.73094463,0.963490367,,0.925937593,0.923211336,0.934782326,0.939308643,0.947236657,0.926406622,0.931420565,0.937558949,0.925923228,0.906029284,0.892166078,0.919763148
